시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,무료이용시간,연체료부과단위시간,연체료,제어방식구분코드,사용방법설명,택배함종류코드,칸개수,칸깊이,칸너비,칸높이,설치일자,고객센터전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
구의2동공영주차장,서울특별시,광진구,11215,서울특별시 광진구 자양로 309,,37.5530924569,127.0931206258,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/1+02/5+03/1+04/6,01/60+02/60+03/60+04/60,01/50+02/50+03/45+04/50,01/90+02/45+03/30+04/22.5,2017-06-05,1899-4711,㈜새누에스씨,02-450-7568,2019-02-28,3040000,서울특별시 광진구
효성체육문화센터,인천광역시,계양구,28245,인천광역시 계양구 마장로544번길 13,인천광역시 계양구 효성동 495-4,37.5270184858,126.7068201,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/01+02/06+04/15,01/600+02/600+04/600,01/500+02/500+04/500,01/675+02/450+04/225,2016-06-01,1600-5136,인천광역시 계양구청 여성보육과,032-450-5127,2020-02-10,3550000,인천광역시 계양구
계산2동 행정복지센터,인천광역시,계양구,28245,인천광역시 계양구 주부토로 559,인천광역시 계양구 계산동 920,37.5442098915,126.7281398247,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/01+02/06+04/15,01/600+02/600+04/600,01/500+02/500+04/500,01/675+02/450+04/225,2017-06-01,1600-5136,인천광역시 계양구청 여성보육과,032-450-5127,2020-02-10,3550000,인천광역시 계양구
작전2동 행정복지센터,인천광역시,계양구,28245,인천광역시 계양구 봉오대로677번길 23,인천광역시 계양구 작전동 854-11,37.5329123778,126.7239087109,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/01+02/06+04/15,01/600+02/600+04/600,01/500+02/500+04/500,01/675+02/450+04/225,2017-06-01,1600-5136,인천광역시 계양구청 여성보육과,032-450-5127,2020-02-10,3550000,인천광역시 계양구
계양여성회관,인천광역시,계양구,28245,인천광역시 계양구 봉오대로 628번길 10,인천광역시 계양구 효성동 293-7,37.5292214,126.7180642,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/01+02/06+04/15,01/600+02/600+04/600,01/500+02/500+04/500,01/675+02/450+04/225,2017-09-01,1600-5136,인천광역시 계양구청 여성보육과,032-450-5127,2020-02-10,3550000,인천광역시 계양구
계양3동 행정복지센터,인천광역시,계양구,28245,인천광역시 계양구 양지로 31,인천광역시 계양구 동양동 607-2,37.5615784,126.7549009,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/01+02/06+04/15,01/600+02/600+04/600,01/500+02/500+04/500,01/675+02/450+04/225,2018-03-01,1600-5136,인천광역시 계양구청 여성보육과,032-450-5127,2020-02-10,3550000,인천광역시 계양구
작전서운동 행정복지센터,인천광역시,계양구,28245,인천광역시 계양구 효서로 361,인천광역시 계양구 작전동 918-2,37.5281044138,126.7364195,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/05+04/12,02/600+04/600,02/500+04/500,02/450+04/225,2019-04-12,1600-5136,인천광역시 계양구청 여성보육과,032-450-5127,2020-02-10,3550000,인천광역시 계양구
계양2동 행정복지센터,인천광역시,계양구,28245,인천광역시 계양구 장제로 853,인천광역시 계양구 임학동 69-23,37.5437392,126.7370186,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/05+04/12,02/600+04/600,02/500+04/500,02/450+04/225,2019-04-12,1600-5136,인천광역시 계양구청 여성보육과,032-450-5127,2020-02-10,3550000,인천광역시 계양구
효성1동 이촌경로당,인천광역시,계양구,28245,인천광역시 계양구 봉오대로531번길 27,인천광역시 계양구 효성동 96-2,37.5331140708,126.7073896383,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/03+04/08,02/600+04/600,02/500+04/500,02/450+04/225,2020-01-15,1600-5136,인천광역시 계양구청 여성보육과,032-450-5127,2020-02-10,3550000,인천광역시 계양구
울산광역시 남구청,울산광역시,남구,31140,"울산광역시 남구 돋질로 233, 남구청(의사당건물입구)",울산광역시 남구 달동 1320-1,35.54373848,129.3295209361,00:00,23:59,00:00,23:59,00:00,23:59,48,24,500,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 택배보관함 번호, 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/03,01/1+02/6+03/15,01/60+02/60+03/60,01/50+02/50+03/50,01/67.5+02/45+03/22.5,2018-12-12,1600-5136,울산남구 주민소통과,052-226-4944,2020-01-28,3700000,울산광역시 남구
사회적경제지원센터,울산광역시,남구,31140,울산광역시 남구 달삼로48번길 11(사회적경제지원센터 입구),울산광역시 남구 달동 1282-10,35.5351476880,129.3348017703,00:00,23:59,00:00,23:59,00:00,23:59,48,24,500,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 택배보관함 번호, 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/03,01/1+02/6+03/15,01/60+02/60+03/60,01/50+02/50+03/50,01/67.5+02/45+03/22.5,2019-06-04,1600-5136,울산남구 주민소통과,052-226-4944,2020-01-28,3700000,울산광역시 남구
파장동 행정복지센터,경기도,수원시,41110,경기도 수원시 장안구 파장천로 60 (파장동),,37.3103196026,126.9974190239,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/4+03/16,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2020-01-08,3740000,경기도 수원시
율천동 행정복지센터,경기도,수원시,41110,경기도 수원시 장안구 서부로 2106번길 27 (율천동),,37.2976151767,126.9714245589,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/4+03/16,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2020-01-08,3740000,경기도 수원시
정자1동 행정복지센터,경기도,수원시,41110,경기도 수원시 장안구 정자로 130번길 20 (정자동),,37.3022135930,126.9912923966,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/4+03/16,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2020-01-08,3740000,경기도 수원시
조원1동 행정복지센터,경기도,수원시,41110,경기도 수원시 장안구 금당로 56 (조원동),,37.3017782,127.01649923,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/3+03/12,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2020-01-08,3740000,경기도 수원시
연무동 행정복지센터,경기도,수원시,41110,경기도 수원시 장안구 경수대로 757 (연무동),,37.2905597416,127.0215310773,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/4+03/16,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2020-01-08,3740000,경기도 수원시
평동 행정복지센터,경기도,수원시,41110,경기도 수원시 권선구 평동로 76번길 13 (평동),,37.2580592199,126.9941697637,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/4+03/16,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2020-01-08,3740000,경기도 수원시
권선1동 행정복지센터,경기도,수원시,41110,경기도 수원시 권선구 경수대로 352번길 29 (권선동),,37.2577504520,127.0246534,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/4+03/16,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2020-01-08,3740000,경기도 수원시
곡선동 행정복지센터,경기도,수원시,41110,경기도 수원시 권선구 동수원로 146번길 174 (곡반정동),,37.2433171942,127.0333452,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/3+03/12,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2020-01-08,3740000,경기도 수원시
여성안심택배함,인천광역시,연수구,23040,인천광역시 연수구 함박뫼로 152번길 96,,37.41791595,126.6853117,00:00,23:59,00:00,23:59,00:00,23:59,24,24,1000,99,이용자:택배 주문시 물품수령을 보관함 설치주소로 지정→택배회사:물품보관(비밀번호 및 보관함번호 자동발송)→보관함:본인인증 및 물품수령,3,03-10,03/55,03/45,03/48,2017-06-19,1899-4711,주식회사 새누,02-865-8384,2020-02-25,3520000,인천광역시 연수구
여성안심택배함,인천광역시,연수구,23040,인천광역시 연수구 넘말로 30,,37.42985289,126.6978766,00:00,23:59,00:00,23:59,00:00,23:59,24,24,1000,99,이용자:택배 주문시 물품수령을 보관함 설치주소로 지정→택배회사:물품보관(비밀번호 및 보관함번호 자동발송)→보관함:본인인증 및 물품수령,3,03-10,03/60,03/60,03/45,2018-09-01,1600-5136,(주) 이온누리,042-331-5136,2020-02-25,3520000,인천광역시 연수구
여성안심택배함,인천광역시,연수구,23040,,인천광역시 연수구 청학동 514-3,37.4262069,126.6674866,00:00,23:59,00:00,23:59,00:00,23:59,24,24,1000,99,이용자:택배 주문시 물품수령을 보관함 설치주소로 지정→택배회사:물품보관(비밀번호 및 보관함번호 자동발송)→보관함:본인인증 및 물품수령,3,03-10,03/60,03/60,03/45,2018-09-01,1600-5136,(주) 이온누리,042-331-5136,2020-02-25,3520000,인천광역시 연수구
여성안심택배함,인천광역시,연수구,23040,,인천광역시 연수구 선학동 384,37.41795275,126.6938531,00:00,23:59,00:00,23:59,00:00,23:59,24,24,1000,99,이용자:택배 주문시 물품수령을 보관함 설치주소로 지정→택배회사:물품보관(비밀번호 및 보관함번호 자동발송)→보관함:본인인증 및 물품수령,3,03-10,03/60,03/60,03/45,2018-09-01,1600-5136,(주) 이온누리,042-331-5136,2020-02-25,3520000,인천광역시 연수구
여성안심택배함,인천광역시,연수구,23040,,인천광역시 연수구 연수동 525-8,37.42412411,126.6859005,00:00,23:59,00:00,23:59,00:00,23:59,24,24,1000,99,이용자:택배 주문시 물품수령을 보관함 설치주소로 지정→택배회사:물품보관(비밀번호 및 보관함번호 자동발송)→보관함:본인인증 및 물품수령,3,03-10,03/60,03/60,03/45,2018-09-01,1600-5136,(주) 이온누리,042-331-5136,2020-02-25,3520000,인천광역시 연수구
여성안심택배함,인천광역시,연수구,23040,,인천광역시 연수구 옥련동 317-1,37.4274445,126.6583422,00:00,23:59,00:00,23:59,00:00,23:59,24,24,1000,99,이용자:택배 주문시 물품수령을 보관함 설치주소로 지정→택배회사:물품보관(비밀번호 및 보관함번호 자동발송)→보관함:본인인증 및 물품수령,3,03-10,03/60,03/60,03/45,2018-09-01,1600-5136,(주) 이온누리,042-331-5136,2020-02-25,3520000,인천광역시 연수구
마천2동주민센터,서울특별시,송파구,11710,서울특별시 송파구 마천로287,서울특별시 송파구 마천동127-1,37.496818,127.148538,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,택배보관후 비밀번호 발송,특대형/01+대형/02+중형/03+소형/04,03/5+04/15,01/600+02/600+03/600+04/600,01/450+02/450+03/450+04/450,01/90+02/85+03/48+04/33,2015-01-01,1899-4711,㈜ 새누,02-2147-3906,2020-02-19,3230000,서울특별시 송파구
석촌동주민센터,서울특별시,송파구,11710,서울특별시 송파구 백제고분로37길16,서울특별시 송파구 석촌동265,37.503509,127.1036498,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,택배보관후 비밀번호 발송,특대형/01+대형/02+중형/03+소형/04,01/1+02/3+03/12+04/3,01/600+02/600+03/600+04/600,01/450+02/450+03/450+04/450,01/90+02/85+03/48+04/33,2015-01-01,1899-4711,㈜ 새누,02-2147-4360,2020-02-19,3230000,서울특별시 송파구
송파노인종합복지관,서울특별시,송파구,11710,서울특별시 송파구 백제고분로32길41,서울특별시 송파구 삼전동172-2,37.498611,127.094881,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,택배보관후 비밀번호 발송,특대형/01+대형/02+중형/03+소형/04,02/1+02/6+03/13,01/600+02/600+03/600+04/600,01/450+02/450+03/450+04/450,01/90+02/85+03/48+04/33,2015-01-01,1899-4711,㈜ 새누,02-2203-9400,2020-02-19,3230000,서울특별시 송파구
여의도순복음송파교회,서울특별시,송파구,11710,서울특별시 송파구 마천로17,서울특별시 송파구 마천동209-1,37.5101090336,127.122998,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,택배보관후 비밀번호 발송,특대형/01+대형/02+중형/03+소형/04,01/1+02/3+03/12+04/3,01/600+02/600+03/600+04/600,01/450+02/450+03/450+04/450,01/90+02/85+03/48+04/33,2015-01-01,1899-4711,㈜ 새누,02-420-4697,2020-02-19,3230000,서울특별시 송파구
송파여성문화회관,서울특별시,송파구,11710,서울특별시 송파구 백제고분로42길5,서울특별시 송파구 송파동113-2,37.5059305972,127.1097053,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,택배보관후 비밀번호 발송,특대형/01+대형/02+중형/03+소형/04,01/1+02/3+03/30+04/3,01/600+02/600+03/600+04/600,01/450+02/450+03/450+04/450,01/90+02/85+03/48+04/33,2015-01-01,1899-4711,㈜ 새누,02-2203-3330,2020-02-19,3230000,서울특별시 송파구
거여1동주민센터,서울특별시,송파구,11710,서울특별시 송파구 거여1동주민센터,서울특별시 송파구 거여동136-16,37.496949,127.1433058023,09:00,21:00,09:00,21:00,09:00,21:00,48,24,1000,1,택배보관후 비밀번호 발송,특대형/01+대형/02+중형/03+소형/04,01/1+02/3+03/12+04/3,01/600+02/600+03/600+04/600,01/450+02/450+03/450+04/450,01/90+02/85+03/48+04/33,2015-01-01,1899-4711,㈜ 새누,02-2147-4060,2020-02-19,3230000,서울특별시 송파구
