점포명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호,관할경찰서명,지정년도,운영여부,데이터기준일자,제공기관코드,제공기관명
GS25원광대중앙점,전라북도,익산시,45140,전라북도 익산시 동서로13길16 (신동),전라북도 익산시 신동 785-4,35.9607436419,126.9589040282,063-853-2056,익산경찰서,2019,Y,2020-07-10,4680000,전라북도 익산시
부평삼산점,인천광역시,부평구,35400,인천광역시 부평구 체육관로 18,,37.508324,126.733606,032-507-2244,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평대림에이원점,인천광역시,부평구,35400,인천광역시 부평구 부흥북로 106,,37.5007118673,126.733886,032-515-4515,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
인천광역시동암센터점,인천광역시,부평구,35400,인천광역시 부평구 열우물로50번길 10-12,,37.4725334599,126.7013088538,032-442-7992,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평로또점,인천광역시,부평구,35400,인천광역시 부평구 부영로 15-3,,37.486641,126.717423,032-511-4197,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
동암대우빌점 B,인천광역시,부평구,35400,인천광역시 부평구 열우물로 18,,37.4696928388,126.7010533741,032-426-3510,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
동암중앙점,인천광역시,부평구,35400,인천광역시 부평구 배곶로 5,,37.4697187595,126.6999047481,032-427-0016,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
인천광역시동암점,인천광역시,부평구,35400,인천광역시 부평구 열우물로 45,,37.4721095377,126.700416,032-429-4977,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
십정시장점,인천광역시,부평구,35400,인천광역시 부평구 배곶로 67,,37.473924,126.6958044663,032-433-4555,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
인천광역시십정본점,인천광역시,부평구,35400,인천광역시 부평구 가재울로 157,,37.4732717437,126.688563,032-575-5899,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평메디칼점,인천광역시,부평구,35400,인천광역시 부평구 부평대로11,,37.492325,126.7226694921,032-525-4920,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
인천광역시부평시장역점,인천광역시,부평구,35400,인천광역시 부평구 부흥로265,,37.498875,126.721159,032-361-2095,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평자애점,인천광역시,부평구,35400,인천광역시 부평구 육동로 18,,37.4868305547,126.725018,032-512-6410,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
청천타운점,인천광역시,부평구,35400,인천광역시 부평구 마장로 468,,37.519818,126.704818,032-511-2017,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평청천점 B,인천광역시,부평구,35400,인천광역시 부평구 평천로 91,,37.5212154435,126.702312,032-330-0192,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
산곡한화1단지점,인천광역시,부평구,35400,인천광역시 부평구 원적로 361,,37.5047273292,126.7067314097,032-506-4912,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
인천광역시부평로터리점,인천광역시,부평구,35400,인천광역시 부평구 시장로 46-1,,37.4945297490,126.7270218367,032-361-1326,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평아이엔비점,인천광역시,부평구,35400,인천광역시 부평구 부일로 11,,37.490602,126.7315090775,032-507-1527,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
인천광역시삼산로얄점,인천광역시,부평구,35400,인천광역시 부평구 부평북로 448,,37.5217369872,126.7433525987,032-505-9164,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평산곡중앙점,인천광역시,부평구,35400,인천광역시 부평구 길주로 341번길 29,,37.510441,126.699654,032-515-7141,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평이안점,인천광역시,부평구,35400,인천광역시 부평구 경인로 834번길 50,,37.4811161121,126.716521,032-525-8815,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
인천광역시삼산본점,인천광역시,부평구,35400,인천광역시 부평구 영성중로 21,,37.518410,126.7448388686,032-525-6562,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
인천광역시개흥초교점,인천광역시,부평구,35400,인천광역시 부평구 장제로 221번길 36,,37.505514,126.728833,032-511-5867,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
인천광역시부개중앙점,인천광역시,부평구,35400,인천광역시 부평구 부일로 29번길 20,,37.490529,126.733944,032-361-2597,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
인천광역시삼산사랑점,인천광역시,부평구,35400,인천광역시 부평구 영성중로 15번길 52,,37.5183122238,126.741248,032-506-4998,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평장제점 B,인천광역시,부평구,35400,인천광역시 부평구 부흥북로 81,,37.501132,126.731028,032-524-5909,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
인천광역시부개주공점,인천광역시,부평구,35400,인천광역시 부평구 동수천로 132,,37.497125,126.737263,032-361-1398,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평2호점,인천광역시,부평구,35400,인천광역시 부평구 부평문화로39번길 4,,37.494116,126.7208037356,032-511-7128,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
인천광역시부평신복점,인천광역시,부평구,35400,인천광역시 부평구 장제로 228,,37.505814,126.731409,032-361-3996,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평5동점,인천광역시,부평구,35400,인천광역시 부평구 부평문화로 116,,37.4940263762,126.729100,032-503-0008,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
삼산미래타운점,인천광역시,부평구,35400,인천광역시 부평구 영성중로 50,,37.520600,126.745495,032-528-8906,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평시티점,인천광역시,부평구,35400,인천광역시 부평구 경원대로1377번길 23,,37.492311,126.722114,032-527-1205,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평점 B,인천광역시,부평구,35400,인천광역시 부평구 경원대로 1264,,37.4893283449,126.710046,032-526-4434,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평동아,인천광역시,부평구,35400,인천광역시 부평구 부평문화로 50-1,,37.493716,126.721805,032-502-9064,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
이마트24김포마송점,경기도,김포시,41570,경기도 김포시 통진읍 조강로49-1,,37.6902404,126.5999227,031-984-7056,통진,2017,Y,2020-03-13,4090000,경기도 김포시
GS25마송주공점,경기도,김포시,41570,경기도 김포시 통진읍 김포대로2250,,37.69065726,126.596332,031-989-3815,통진,2017,Y,2020-03-13,4090000,경기도 김포시
GS25매수리점,경기도,김포시,41570,경기도 김포시 통진읍 마송1로133,,37.6877257130,126.5959538425,031-985-4697,통진,2017,Y,2020-03-13,4090000,경기도 김포시
CU미르점,경기도,김포시,41570,경기도 김포시 통진읍 김포대로2354,,37.69616841,126.5877808,031-981-7217,통진,2017,Y,2020-03-13,4090000,경기도 김포시
CU통진대로점,경기도,김포시,41570,경기도 김포시 통진읍 김포대로2090,,37.68501571,126.6122196,031-997-7688,통진,2017,Y,2020-03-13,4090000,경기도 김포시
GS25통진타운점,경기도,김포시,41570,경기도 김포시 통진읍 율마로438번길18-5,,37.68828372,126.6043584,031-985-1121,통진,2017,Y,2020-03-13,4090000,경기도 김포시
세븐일레븐김포신곡점,경기도,김포시,41570,경기도 김포시 고촌읍 인향로24번길 68(신곡리 615-13),,37.5998522,126.7681524,031-986-1822,고촌,2017,Y,2020-03-13,4090000,경기도 김포시
세븐일레븐 김포신곡공원점,경기도,김포시,41570,경기도 김포시 고촌읍 은행영사정로5번길 8-27,,37.60154245,126.7712615,,고촌,2017,Y,2020-03-13,4090000,경기도 김포시
세븐일레븐풍곡본점,경기도,김포시,41570,경기도 김포시 고촌읍 장곡로 54,,37.60689162,126.7495192,031-997-3205,고촌,2017,Y,2020-03-13,4090000,경기도 김포시
CU고촌신곡점,경기도,김포시,41570,경기도 김포시 고촌읍 신곡로3번길 34-3,,37.60348248,126.7732406928,031-986-1677,고촌,2017,Y,2020-03-13,4090000,경기도 김포시
CU고촌행복점,경기도,김포시,41570,경기도 김포시 고촌읍 장차로 30,,37.6046426354,126.7712785,031-997-6933,고촌,2017,Y,2020-03-13,4090000,경기도 김포시
GS25고촌타운점,경기도,김포시,41570,경기도 김포시 고촌읍 장차로 5번길 4,,37.60289893,126.7700048,031-981-1860,고촌,2017,Y,2020-03-13,4090000,경기도 김포시
GS25고촌현대점,경기도,김포시,41570,경기도 김포시 고촌읍 수기로 67-39(신곡리 1256),,37.59642301,126.7676427,031-985-5674,고촌,2017,Y,2020-03-13,4090000,경기도 김포시
25시편의점김포고촌점,경기도,김포시,41570,경기도 김포시 고촌읍 김포대로 327(신곡리 574),,37.6000472432,126.7711040979,031-986-1106,고촌,2017,Y,2020-03-13,4090000,경기도 김포시
세븐일레븐송마리점,경기도,김포시,41570,경기도 김포시 대곶면 율생중앙로 127(송마리 72-1),,37.6575018570,126.5769971009,031-982-2639,대곶,2017,Y,2020-03-13,4090000,경기도 김포시
세븐일레븐김포대곶중앙점,경기도,김포시,41570,경기도 김포시 대곶면 대곶북로221,,37.6656200957,126.5796439830,031-983-4568,대곶,2017,Y,2020-03-13,4090000,경기도 김포시
CU김포석정리점,경기도,김포시,41570,경기도 김포시 대곶면 대곶로 415(석정리 290-15),,37.6806537578,126.5536581103,031-997-0284,대곶,2017,Y,2020-03-13,4090000,경기도 김포시
미니스톱김포율생점,경기도,김포시,41570,경기도 김포시 대곶면 율생중앙로 33,,37.6512776,126.5829872,031-987-9958,대곶,2017,Y,2020-03-13,4090000,경기도 김포시
CU김포월곶점,경기도,김포시,41570,경기도 김포시 월곶면 애기봉로 13,,37.7164193353,126.5557528,031-997-5146,월곶,2017,Y,2020-03-13,4090000,경기도 김포시
CU오리정점,경기도,김포시,41570,경기도 김포시 월곶면 군하로 111,,37.7041356445,126.5601080385,031-982-9636,월곶,2017,Y,2020-03-13,4090000,경기도 김포시
세븐일레븐갈산중앙점,경기도,김포시,41570,경기도 김포시 월곶면 오리정로 54,,37.6985029293,126.5572568,031-985-9894,월곶,2017,Y,2020-03-13,4090000,경기도 김포시
세븐일레븐월곶점,경기도,김포시,41570,경기도 김포시 월곶면 김포대학로 4,,37.7245115012,126.5374060688,031-989-7843,월곶,2017,Y,2020-03-13,4090000,경기도 김포시
미니스탑김포갈산점,경기도,김포시,41570,경기도 김포시 월곶면 군하로 18,,37.7029117824,126.5702802,031-982-3077,월곶,2017,Y,2020-03-13,4090000,경기도 김포시
GS25김포대로점,경기도,김포시,41570,경기도 김포시 월곶면 김포대로 3010,,37.72869103,126.5328953,031-982-3591,월곶,2017,Y,2020-03-13,4090000,경기도 김포시
세븐일레븐하성무지개점,경기도,김포시,41570,경기도 김포시 하성면 하성로 496,,37.71898619,126.6356674951,031-982-3197,하성,2017,Y,2020-03-13,4090000,경기도 김포시
CU김포일등점,경기도,김포시,41570,경기도 김포시 하성면 월하로 723(원산리 356-1),,37.70994421,126.6352309101,031-986-9940,하성,2017,Y,2020-03-13,4090000,경기도 김포시
미니스톱김포원산점,경기도,김포시,41570,경기도 김포시 하성면 월하로 633,,37.70976122,126.625674,031-996-4799,하성,2017,Y,2020-03-13,4090000,경기도 김포시
CU하성원산점(원산점),경기도,김포시,41570,경기도 김포시 하성면 월하로 584,,37.71118945,126.6198977,031-989-6055,하성,2017,Y,2020-03-13,4090000,경기도 김포시
CU김포전류리점,경기도,김포시,41570,경기도 김포시 하성면 금포로1923,,37.69806782,126.6620626,031-982-9896,하성,2017,Y,2020-03-13,4090000,경기도 김포시
CU김포하사리점,경기도,김포시,41570,경기도 김포시 하성면 하성로264 (하사리 226-5),,37.6987480716,126.635164,031-983-0113,하성,2017,Y,2020-03-13,4090000,경기도 김포시
팜스토어신곡리점,경기도,김포시,41570,경기도 김포시 고촌읍 김포대로 313,,37.5990694781,126.7724006,031-986-1881,터미널,2017,Y,2020-03-13,4090000,경기도 김포시
세븐일레븐김포운하점(김포물류센터점),경기도,김포시,41570,경기도 김포시 고촌읍 아라육로57번길 115,,37.59183879,126.796683,031-985-0971,터미널,2017,Y,2020-03-13,4090000,경기도 김포시
GS25풍무푸르지오점,경기도,김포시,41570,경기도 김포시 유현로200,,37.6073441613,126.7312715128,031-984-1179,풍무,2017,Y,2020-03-13,4090000,경기도 김포시
세븐일레븐 방화삼익점,서울특별시,강서구,11500,서울특별시 강서구 방화대로47가길 22,,37.57710048,126.8139798,02-2665-8662,강서경찰서,,Y,2020-05-19,3150000,서울특별시 강서구
세븐일레븐 방화점,서울특별시,강서구,11500,서울특별시 강서구 금낭화로 146,,37.5781558,126.8133069,02-2664-5321,강서경찰서,,Y,2020-05-19,3150000,서울특별시 강서구
미니스톱김포시청,경기도,김포시,41570,경기도 김포시 사우중로11번길 20,,37.61707962,126.7156963,031-986-3120,사우,2017,Y,2020-03-13,4090000,경기도 김포시
CU이승미 미용실옆(김포공원점),경기도,김포시,41570,경기도 김포시 돌문로 50-12,,37.61994386,126.7180938,031-986-6776,사우,2017,Y,2020-03-13,4090000,경기도 김포시
CU산호아파트(북변산호점),경기도,김포시,41570,경기도 김포시 북변1로16번길31(북변동 749),,37.62834771,126.7038227,031-988-5384,사우,2017,Y,2020-03-13,4090000,경기도 김포시
GS25헤어봉봉앞(김포감정점),경기도,김포시,41570,"경기도 김포시 중봉1로 12, 105호(감정동 551-8)",,37.6225159652,126.6995589247,031-989-8536,사우,2017,Y,2020-03-13,4090000,경기도 김포시
GS25오스타1단지(걸포오스타점),경기도,김포시,41570,경기도 김포시 걸포1로11 (오스타파라곤지하상가104동),,37.6341880232,126.7034046596,031-989-5883,사우,2017,Y,2020-03-13,4090000,경기도 김포시
